2,10,592,4250
2,0,676,686
2,0,749,757
2,0,824,835
2,0,929,948
2,0,1021,1038
2,11,592,4250
2,22,592,4250
2,6,1273,2562
2,0,1319,1338
2,6,2666,3692
2,0,2721,2731
2,0,2735,2746
2,0,2752,3643
2,13,2762,2773
2,2,2758,2800
2,12,2777,2800
2,1,2752,3643
2,0,2811,2827
2,0,2882,3638
2,12,2885,2901
2,1,2882,3638
2,0,2914,3059
2,13,2921,2932
2,1,2914,3059
2,0,2947,2979
2,12,2956,2978
2,3,2914,3059
2,3,2882,3638
2,3,2752,3643
2,0,2752,3643
2,13,2762,2773
2,2,2758,2800
2,12,2777,2800
2,1,2752,3643
2,0,2811,2827
2,0,2882,3638
2,12,2885,2901
2,1,2882,3638
2,0,3075,3638
2,12,3078,3094
2,1,3075,3638
2,0,3107,3245
2,13,3114,3125
2,1,3107,3245
2,0,3140,3170
2,12,3147,3169
2,3,3107,3245
2,3,3075,3638
2,3,2882,3638
2,3,2752,3643
2,0,2752,3643
2,13,2762,2773
2,2,2758,2800
2,12,2777,2800
2,1,2752,3643
2,0,2811,2827
2,0,2882,3638
2,12,2885,2901
2,1,2882,3638
2,0,3075,3638
2,12,3078,3094
2,1,3075,3638
2,0,3261,3638
2,12,3264,3280
2,1,3261,3638
2,0,3293,3444
2,13,3300,3311
2,1,3293,3444
2,0,3326,3359
2,12,3336,3358
2,3,3293,3444
2,3,3261,3638
2,3,3075,3638
2,3,2882,3638
2,3,2752,3643
2,0,2752,3643
2,13,2762,2773
2,24,2752,3643
2,0,3647,3688
2,2,3650,3674
2,7,2666,3692
2,22,2666,3692
2,12,1319,1337
2,0,1344,1417
2,0,1421,1447
2,13,1434,1446
2,0,1451,1509
1,10,212,3173
1,11,212,3173
1,22,212,3173
1,6,958,2263
1,0,1076,1154
1,0,1158,1208
3,10,225,4224
3,11,225,4224
3,22,225,4224
3,6,1514,1858
3,0,1575,1607
3,0,1613,1648
3,16,225,4224
3,8,991,1237
3,0,307,312
3,0,378,382
3,0,465,472
3,0,557,566
3,0,643,649
3,0,715,724
3,0,852,862
3,0,1023,1060
4,10,17,2284
4,0,58,79
4,0,102,832
4,0,852,870
4,0,890,2073
4,11,17,2284
4,22,17,2284
4,6,2082,2186
4,0,2132,2179
4,22,2082,2186
3,12,1031,1059
3,0,1109,1137
3,0,1145,1157
3,0,1161,1178
3,0,1182,1196
3,0,1200,1214
3,0,1218,1233
3,9,991,1237
3,22,991,1237
3,12,1630,1647
3,0,1652,1672
3,0,1685,1690
3,0,1676,1837
3,1,1676,1837
3,0,1718,1752
3,16,225,4224
3,8,991,1237
3,0,307,312
3,0,378,382
3,0,465,472
3,0,557,566
3,0,643,649
3,0,715,724
3,0,852,862
3,0,1023,1060
4,6,2082,2186
4,0,2132,2179
4,22,2082,2186
3,12,1031,1059
3,0,1109,1137
3,0,1145,1157
3,0,1161,1178
3,0,1182,1196
3,0,1200,1214
3,0,1218,1233
3,9,991,1237
3,22,991,1237
3,12,1734,1751
3,0,1758,1777
3,0,1783,1807
3,0,1813,1832
3,0,1702,1705
3,3,1676,1837
3,0,1676,1837
3,24,1,162
3,0,1841,1854
3,22,1514,1858
1,12,1171,1207
1,0,1212,1262
3,6,1514,1858
3,0,1575,1607
3,0,1613,1648
3,16,225,4224
3,8,991,1237
3,0,307,312
3,0,378,382
3,0,465,472
3,0,557,566
3,0,643,649
3,0,715,724
3,0,852,862
3,0,1023,1060
4,6,2082,2186
4,0,2132,2179
4,22,2082,2186
3,12,1031,1059
3,0,1109,1137
3,0,1145,1157
3,0,1161,1178
3,0,1182,1196
3,0,1200,1214
3,0,1218,1233
3,9,991,1237
3,22,991,1237
3,12,1630,1647
3,0,1652,1672
3,0,1685,1690
3,0,1676,1837
3,1,1676,1837
3,0,1718,1752
3,16,225,4224
3,8,991,1237
3,0,307,312
3,0,378,382
3,0,465,472
3,0,557,566
3,0,643,649
3,0,715,724
3,0,852,862
3,0,1023,1060
4,6,2082,2186
4,0,2132,2179
4,22,2082,2186
3,12,1031,1059
3,0,1109,1137
3,0,1145,1157
3,0,1161,1178
3,0,1182,1196
3,0,1200,1214
3,0,1218,1233
3,9,991,1237
3,22,991,1237
3,12,1734,1751
3,0,1758,1777
3,0,1783,1807
3,0,1813,1832
3,0,1702,1705
3,3,1676,1837
3,0,1676,1837
3,24,1,162
3,0,1841,1854
3,22,1514,1858
1,12,1225,1261
1,0,1291,1355
1,0,1359,1381
1,0,1385,1482
1,1,1385,1482
1,0,1418,1452
3,4,2186,2959
3,0,2252,2262
3,0,2244,2955
3,13,2273,2287
3,1,2244,2955
3,0,2308,2314
3,0,2319,2342
3,1,2349,2757
3,0,2417,2452
4,6,2192,2281
4,0,2233,2274
4,22,2192,2281
3,12,2429,2451
3,0,2458,2493
3,0,2499,2532
3,13,2515,2531
3,0,2601,2630
3,0,2642,2647
3,0,2638,2732
3,24,1,95
3,3,2349,2757
3,0,2349,2757
3,24,2349,2757
3,0,2826,2854
3,0,2904,2950
3,0,2289,2297
3,3,2244,2955
3,0,2244,2955
3,13,2273,2287
3,1,2244,2955
3,0,2308,2314
3,0,2319,2342
3,1,2349,2757
3,0,2417,2452
4,6,2192,2281
4,0,2233,2274
4,22,2192,2281
3,12,2429,2451
3,0,2458,2493
3,0,2499,2532
3,13,2515,2531
3,0,2601,2630
3,0,2642,2647
3,0,2638,2732
3,1,2638,2732
3,0,2679,2725
3,0,2661,2664
3,3,2638,2732
3,0,2638,2732
3,24,1,95
3,3,2349,2757
3,0,2349,2757
3,24,2349,2757
3,0,2826,2854
3,0,2904,2950
3,0,2289,2297
3,3,2244,2955
3,0,2244,2955
3,13,2273,2287
3,24,1,712
3,5,2186,2959
3,22,2186,2959
1,12,1418,1451
1,0,1458,1477
1,3,1385,1482
1,0,1385,1482
1,1,1385,1482
1,0,1418,1452
3,4,2186,2959
3,0,2252,2262
3,0,2244,2955
3,13,2273,2287
3,1,2244,2955
3,0,2308,2314
3,0,2319,2342
3,1,2349,2757
3,0,2417,2452
4,6,2192,2281
4,0,2233,2274
4,22,2192,2281
3,12,2429,2451
3,0,2458,2493
3,0,2499,2532
3,13,2515,2531
3,0,2601,2630
3,0,2642,2647
3,0,2638,2732
3,24,1,95
3,3,2349,2757
3,0,2349,2757
3,24,2349,2757
3,0,2826,2854
3,0,2904,2950
3,0,2289,2297
3,3,2244,2955
3,0,2244,2955
3,13,2273,2287
3,1,2244,2955
3,0,2308,2314
3,0,2319,2342
3,1,2349,2757
3,0,2417,2452
4,6,2192,2281
4,0,2233,2274
4,22,2192,2281
3,12,2429,2451
3,0,2458,2493
3,0,2499,2532
3,13,2515,2531
3,0,2601,2630
3,0,2642,2647
3,0,2638,2732
3,1,2638,2732
3,0,2679,2725
3,0,2661,2664
3,3,2638,2732
3,0,2638,2732
3,24,1,95
3,3,2349,2757
3,0,2349,2757
3,24,2349,2757
3,0,2826,2854
3,0,2904,2950
3,0,2289,2297
3,3,2244,2955
3,0,2244,2955
3,13,2273,2287
3,24,1,712
3,5,2186,2959
3,22,2186,2959
1,12,1418,1451
1,0,1458,1477
1,3,1385,1482
1,0,1385,1482
1,24,1385,1482
1,0,1486,1504
1,0,1508,1605
1,1,1508,1605
1,0,1541,1575
3,4,2186,2959
3,0,2252,2262
3,0,2244,2955
3,13,2273,2287
3,1,2244,2955
3,0,2308,2314
3,0,2319,2342
3,1,2349,2757
3,0,2417,2452
4,6,2192,2281
4,0,2233,2274
4,22,2192,2281
3,12,2429,2451
3,0,2458,2493
3,0,2499,2532
3,13,2515,2531
3,0,2601,2630
3,0,2642,2647
3,0,2638,2732
3,24,1,95
3,3,2349,2757
3,0,2349,2757
3,24,2349,2757
3,0,2826,2854
3,0,2904,2950
3,0,2289,2297
3,3,2244,2955
3,0,2244,2955
3,13,2273,2287
3,1,2244,2955
3,0,2308,2314
3,0,2319,2342
3,1,2349,2757
3,0,2417,2452
4,6,2192,2281
4,0,2233,2274
4,22,2192,2281
3,12,2429,2451
3,0,2458,2493
3,0,2499,2532
3,13,2515,2531
3,0,2601,2630
3,0,2642,2647
3,0,2638,2732
3,1,2638,2732
3,0,2679,2725
3,0,2661,2664
3,3,2638,2732
3,0,2638,2732
3,24,1,95
3,3,2349,2757
3,0,2349,2757
3,24,2349,2757
3,0,2826,2854
3,0,2904,2950
3,0,2289,2297
3,3,2244,2955
3,0,2244,2955
3,13,2273,2287
3,24,1,712
3,5,2186,2959
3,22,2186,2959
1,12,1541,1574
1,0,1581,1600
1,3,1508,1605
1,0,1508,1605
1,1,1508,1605
1,0,1541,1575
3,4,2186,2959
3,0,2252,2262
3,0,2244,2955
3,13,2273,2287
3,1,2244,2955
3,0,2308,2314
3,0,2319,2342
3,1,2349,2757
3,0,2417,2452
4,6,2192,2281
4,0,2233,2274
4,22,2192,2281
3,12,2429,2451
3,0,2458,2493
3,0,2499,2532
3,13,2515,2531
3,0,2601,2630
3,0,2642,2647
3,0,2638,2732
3,24,1,95
3,3,2349,2757
3,0,2349,2757
3,24,2349,2757
3,0,2826,2854
3,0,2904,2950
3,0,2289,2297
3,3,2244,2955
3,0,2244,2955
3,13,2273,2287
3,1,2244,2955
3,0,2308,2314
3,0,2319,2342
3,1,2349,2757
3,0,2417,2452
4,6,2192,2281
4,0,2233,2274
4,22,2192,2281
3,12,2429,2451
3,0,2458,2493
3,0,2499,2532
3,13,2515,2531
3,0,2601,2630
3,0,2642,2647
3,0,2638,2732
3,1,2638,2732
3,0,2679,2725
3,0,2661,2664
3,3,2638,2732
3,0,2638,2732
3,24,1,95
3,3,2349,2757
3,0,2349,2757
3,24,2349,2757
3,0,2826,2854
3,0,2904,2950
3,0,2289,2297
