1,10,634,3710
1,0,729,741
1,0,816,833
1,0,909,929
1,11,634,3710
1,22,634,3710
1,6,1066,2560
1,0,1112,1131
1,6,2664,3247
1,0,2719,2729
1,0,2733,2744
1,0,2750,3209
1,13,2760,2771
1,2,2756,2798
1,12,2775,2798
1,1,2750,3209
1,0,2809,2825
1,0,2880,3204
1,12,2883,2899
1,1,2880,3204
1,0,2912,3045
1,13,2919,2930
1,1,2912,3045
1,0,2938,2972
1,12,2949,2971
1,3,2912,3045
1,3,2880,3204
1,3,2750,3209
1,0,2750,3209
1,13,2760,2771
1,24,2750,3209
1,0,3213,3243
1,7,2664,3247
1,22,2664,3247
1,12,1112,1130
1,0,1137,1212
1,0,1218,1251
1,13,1231,1250
1,0,1255,1305
2,10,150,4984
2,0,258,273
2,0,296,311
2,0,400,416
2,0,439,457
2,0,479,490
2,11,150,4984
2,22,150,4984
2,6,962,1303
2,0,1020,1299
2,1,1020,1299
2,0,1042,1062
2,6,4886,4981
2,0,4928,4962
2,6,4217,4433
2,0,4262,4284
2,0,4288,4310
2,0,4314,4336
2,0,4340,4362
2,0,4366,4429
2,22,4217,4433
2,12,4938,4957
2,0,4966,4977
2,22,4886,4981
2,12,1049,1061
2,0,1067,1095
2,0,1102,1137
2,16,150,4984
2,8,637,711
2,0,185,190
2,0,207,211
2,0,228,233
2,0,664,674
2,0,678,690
2,0,694,707
2,9,637,711
2,22,637,711
2,12,1117,1136
2,0,1142,1183
2,6,962,1303
2,0,1020,1299
2,1,1020,1299
2,0,1042,1062
2,6,4886,4981
2,0,4928,4962
2,6,4217,4433
2,0,4262,4284
2,0,4288,4310
2,0,4314,4336
2,0,4340,4362
2,0,4366,4429
2,22,4217,4433
2,12,4938,4957
2,0,4966,4977
2,22,4886,4981
2,12,1049,1061
2,0,1067,1095
2,0,1102,1137
2,16,150,4984
2,8,637,711
2,0,185,190
2,0,207,211
2,0,228,233
2,0,664,674
2,0,678,690
2,0,694,707
2,9,637,711
2,22,637,711
2,12,1117,1136
2,0,1142,1183
2,6,962,1303
2,0,1020,1299
2,1,1020,1299
2,0,1287,1299
2,22,962,1303
2,12,1156,1182
2,0,1188,1250
2,6,4597,4714
2,0,4649,4694
2,1,4649,4694
2,0,4674,4694
2,6,4886,4981
2,0,4928,4962
2,6,4217,4433
2,0,4262,4284
2,0,4288,4310
2,0,4314,4336
2,0,4340,4362
2,0,4366,4429
2,22,4217,4433
2,12,4938,4957
2,0,4966,4977
2,22,4886,4981
2,12,4681,4693
2,0,4664,4667
2,3,4649,4694
2,0,4649,4694
2,1,4649,4694
2,0,4674,4694
2,6,4886,4981
2,0,4928,4962
2,6,4217,4433
2,0,4262,4284
2,0,4288,4310
2,0,4314,4336
2,0,4340,4362
2,0,4366,4429
2,22,4217,4433
2,12,4938,4957
2,0,4966,4977
2,22,4886,4981
2,12,4681,4693
2,0,4664,4667
2,3,4649,4694
2,0,4649,4694
2,1,4649,4694
2,0,4674,4694
2,6,4886,4981
2,0,4928,4962
2,6,4217,4433
2,0,4262,4284
2,0,4288,4310
2,0,4314,4336
2,0,4340,4362
2,0,4366,4429
2,22,4217,4433
2,12,4938,4957
2,0,4966,4977
2,22,4886,4981
2,12,4681,4693
2,0,4664,4667
2,3,4649,4694
2,0,4649,4694
2,24,1,46
2,0,4698,4710
2,22,4597,4714
2,12,1224,1248
2,6,962,1303
2,0,1020,1299
2,1,1020,1299
2,0,1287,1299
2,22,962,1303
2,12,1203,1249
2,0,1255,1269
2,22,962,1303
2,12,1156,1182
2,0,1188,1250
2,6,4597,4714
2,0,4649,4694
2,1,4649,4694
2,0,4674,4694
