|||FirstProcess||OTHER|0|||Microsoft.CodeAnalysis.Test.Utilities|MonoHelpers|IsRunningOnMono||METHOD|21|
|||FirstProcess||OTHER|0|||Microsoft.CodeAnalysis.CSharp.UnitTests.Emit|CompilationEmitTests|||PROPERTY|1|
|||FirstProcess||OTHER|0|||Microsoft.CodeAnalysis.CSharp.UnitTests.Emit|CompilationEmitTests|EmitLambdaInConstructorInitializerAndBody||METHOD|1|
|Microsoft.CodeAnalysis|GreenNodeExtensions|WithAnnotationsGreen|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.SyntaxTrivia node,System.Collections.Generic.IEnumerable<Microsoft.CodeAnalysis.SyntaxAnnotation> annotations|METHOD|6|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|SyntaxTrivia|SetAnnotations|Microsoft.CodeAnalysis.SyntaxAnnotation[]? annotations|METHOD|6|
|Microsoft.CodeAnalysis.PooledObjects|ObjectPool|Allocate||METHOD|21|FULL HAVOC||Microsoft.CodeAnalysis.CSharp|BinderFactoryVisitor|ctor|Microsoft.CodeAnalysis.CSharp.BinderFactory factory|METHOD|3|
|Microsoft.CodeAnalysis.PooledObjects|ObjectPool|Allocate||METHOD|21|FULL HAVOC||Microsoft.CodeAnalysis.CSharp|LookupResult|ctor|Microsoft.CodeAnalysis.PooledObjects.ObjectPool<Microsoft.CodeAnalysis.CSharp.LookupResult> pool|METHOD|2|
|System.Diagnostics|Debug|Assert|bool condition|METHOD|11715|Null.{}.{P}.{}.{}<EOF>||Microsoft.CodeAnalysis.CSharp.Symbols|SymbolExtensions|IsIndexer|Microsoft.CodeAnalysis.CSharp.Symbol symbol|METHOD|5|
|System.Diagnostics|Debug|Assert|bool condition|METHOD|11715|Null.{}.{P}.{}.{}<EOF>||Microsoft.CodeAnalysis.CSharp|Symbol|get_IsDefinition||METHOD|9|
|System.Diagnostics|Debug|Assert|bool condition|METHOD|11715|Null.{}.{P}.{}.{}<EOF>||Microsoft.CodeAnalysis.CSharp|Symbol|IsDefinitionOrDistinct||METHOD|16|
|System.Diagnostics|Debug|Assert|bool condition|METHOD|11715|Null.{}.{P}.{}.{}<EOF>||Microsoft.CodeAnalysis.CSharp.Emit|PEModuleBuilder|MustBeWrapped|Microsoft.CodeAnalysis.CSharp.Symbols.ParameterSymbol param|METHOD|16|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|Lexer|QuickScanSyntaxToken||METHOD|99|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|AbstractLexer|Start||METHOD|99|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|Lexer|QuickScanSyntaxToken||METHOD|99|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|SlidingTextWindow|get_Offset||METHOD|198|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|Lexer|QuickScanSyntaxToken||METHOD|99|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|SlidingTextWindow|get_CharacterWindowCount||METHOD|99|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|Lexer|QuickScanSyntaxToken||METHOD|99|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|SlidingTextWindow|get_CharacterWindow||METHOD|188|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|Lexer|QuickScanSyntaxToken||METHOD|99|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|SlidingTextWindow|AdvanceChar|int n|METHOD|99|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|Lexer|QuickScanSyntaxToken||METHOD|99|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|SlidingTextWindow|get_LexemeStartPosition||METHOD|10|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|Lexer|QuickScanSyntaxToken||METHOD|99|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|SlidingTextWindow|Reset|int position|METHOD|10|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|Lexer|QuickScanSyntaxToken||METHOD|99|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|SlidingTextWindow|get_LexemeRelativeStart||METHOD|178|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|Lexer|QuickScanSyntaxToken||METHOD|99|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|LexerCache|LookupToken|char[] textBuffer,int keyStart,int keyLength,int hashCode,System.Func<Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.SyntaxToken> createTokenFunction|METHOD|89|
|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|Lexer|ScanSyntaxToken|Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax.Lexer.TokenInfo info|METHOD|50|FULL HAVOC||Microsoft.CodeAnalysis.CSharp.Syntax.InternalSyntax|SlidingTextWindow|get_Position||METHOD|50|
