5,10,637,3395
5,0,741,751
5,0,830,849
5,0,931,948
5,11,637,3395
5,22,637,3395
5,6,1070,2224
5,0,1116,1135
5,6,2328,2936
5,0,2383,2393
5,0,2397,2408
5,0,2414,2899
5,13,2424,2435
5,2,2420,2462
5,12,2439,2462
5,1,2414,2899
5,0,2473,2489
5,0,2496,2894
5,12,2499,2515
5,1,2496,2894
5,0,2528,2694
5,13,2535,2546
5,1,2528,2694
5,0,2561,2600
5,12,2570,2599
5,3,2528,2694
5,3,2496,2894
5,3,2414,2899
5,0,2414,2899
5,13,2424,2435
5,24,2414,2899
5,0,2903,2932
5,7,2328,2936
5,22,2328,2936
5,12,1116,1134
5,0,1141,1164
5,0,1168,1198
5,0,1202,1234
7,10,60,7363
7,0,186,200
7,0,290,304
7,0,994,1003
7,0,1025,1033
7,0,1055,1064
7,0,1086,1094
7,11,60,7363
7,22,60,7363
5,0,1238,1271
5,0,1277,1310
5,13,1290,1309
5,0,1314,1406
6,10,146,1170
6,0,205,233
4,10,75,1152
4,11,75,1152
4,22,75,1152
4,16,75,1152
6,16,146,1170
6,8,146,1170
6,9,146,1170
6,22,146,1170
4,8,75,1152
4,9,75,1152
4,22,75,1152
6,12,218,233
6,0,260,288
3,10,76,1154
3,11,76,1154
3,22,76,1154
3,16,76,1154
6,16,146,1170
6,8,146,1170
6,9,146,1170
6,22,146,1170
3,8,76,1154
3,9,76,1154
3,22,76,1154
6,12,273,288
6,0,315,343
9,10,73,1158
9,11,73,1158
9,22,73,1158
9,16,73,1158
6,16,146,1170
6,8,146,1170
6,9,146,1170
6,22,146,1170
9,8,73,1158
9,9,73,1158
9,22,73,1158
6,12,328,343
6,0,370,398
8,10,72,1147
8,11,72,1147
8,22,72,1147
8,16,72,1147
6,16,146,1170
6,8,146,1170
6,9,146,1170
6,22,146,1170
8,8,72,1147
8,9,72,1147
8,22,72,1147
6,12,383,398
6,11,146,1170
6,22,146,1170
7,6,3589,4665
7,0,3723,3741
7,0,3747,3804
7,6,6656,7247
7,0,6735,6969
7,6,6483,6651
7,0,6536,6563
7,0,6567,6598
7,0,6602,6634
7,0,6638,6647
7,22,6483,6651
7,12,6738,6784
7,2,6738,6844
7,6,6483,6651
7,0,6536,6563
7,0,6567,6598
7,0,6602,6634
7,0,6638,6647
7,22,6483,6651
7,12,6793,6839
7,2,6738,6899
7,6,6483,6651
7,0,6536,6563
7,0,6567,6598
7,0,6602,6634
7,0,6638,6647
7,22,6483,6651
7,12,6848,6894
7,2,6738,6954
7,6,6483,6651
7,0,6536,6563
7,0,6567,6598
7,0,6602,6634
7,0,6638,6647
7,22,6483,6651
7,12,6903,6949
7,1,6735,6969
7,0,6960,6969
7,22,6656,7247
7,12,3763,3803
7,0,3808,3824
7,0,3828,4645
7,1,3828,4645
7,0,3923,4645
7,1,3923,4645
7,0,3951,3990
1,10,144,2081
1,11,144,2081
1,22,144,2081
1,16,144,2081
1,25,350,443
7,25,1287,1399
7,16,60,7363
7,8,1773,2023
7,0,440,448
7,0,544,546
7,0,642,644
7,0,740,742
7,0,838,840
7,0,933,939
7,0,1905,1926
7,0,1930,1943
7,0,1947,1960
7,0,1964,1977
7,0,1981,1994
7,0,1998,2019
7,9,1773,2023
7,22,1773,2023
7,8,1287,1399
7,9,1287,1399
7,22,1287,1399
1,8,350,443
1,9,350,443
1,22,350,443
7,12,3958,3989
7,3,3923,4645
7,3,3828,4645
7,0,4649,4661
7,22,3589,4665
5,12,1334,1405
5,0,1410,1441
5,13,1421,1440
5,0,1449,1482
5,13,1462,1481
5,0,1486,1516
7,4,6268,6478
7,0,6298,6474
7,2,6301,6325
7,2,6301,6339
7,2,6301,6353
7,1,6298,6474
7,0,6364,6373
7,22,6268,6478
5,12,1499,1515
5,0,1520,1551
5,13,1531,1550
5,0,1559,1592
5,13,1572,1591
5,0,1596,1628
1,4,520,1633
1,0,567,582
1,0,598,661
7,4,5824,6151
7,0,5879,5894
7,0,5898,6026
7,1,5898,6026
7,0,6010,6021
7,3,5898,6026
7,0,6032,6147
7,1,6032,6147
7,0,6133,6142
7,22,5824,6151
1,12,622,660
1,0,665,847
1,1,665,847
1,0,715,730
1,3,665,847
1,0,866,915
7,4,5824,6151
7,0,5879,5894
7,0,5898,6026
7,1,5898,6026
7,0,6010,6021
7,3,5898,6026
7,0,6032,6147
7,1,6032,6147
7,0,6133,6142
7,22,5824,6151
1,12,877,914
1,0,919,1101
1,1,919,1101
1,0,969,984
1,3,919,1101
1,0,1121,1171
7,4,5824,6151
7,0,5879,5894
7,0,5898,6026
7,1,5898,6026
7,0,6010,6021
7,3,5898,6026
7,0,6032,6147
7,1,6032,6147
7,0,6133,6142
7,22,5824,6151
1,12,1132,1170
1,0,1175,1357
1,1,1175,1357
1,0,1225,1240
1,3,1175,1357
1,0,1374,1423
7,4,5824,6151
7,0,5879,5894
7,0,5898,6026
7,1,5898,6026
7,0,6010,6021
7,3,5898,6026
7,0,6032,6147
7,1,6032,6147
7,0,6133,6142
7,22,5824,6151
1,12,1385,1422
1,0,1427,1609
1,1,1427,1609
1,0,1477,1492
1,3,1427,1609
1,0,1615,1629
1,22,520,1633
5,12,1607,1627
5,0,1632,1663
5,13,1643,1662
5,0,1669,1794
5,0,1800,2123
5,0,2127,2155
5,0,2159,2189
5,0,2193,2220
5,12,2193,2219
5,7,1070,2224
5,22,1070,2224
